id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
11358,Chevrolet Tavera,Chevrolet,Tavera,12,90000,Individual,Diesel,Manual,14.8,2499,80,7,300000
11359,Maruti Swift,Maruti,Swift,1,1332,Dealer,Petrol,Manual,21.21,1197,81.8,5,625000
11360,Maruti Swift,Maruti,Swift,8,55204,Dealer,Diesel,Manual,22.9,1248,74,5,475000
11361,Hyundai i20,Hyundai,i20,10,50000,Individual,Diesel,Manual,23,1396,90,5,350000
11362,Hyundai Verna,Hyundai,Verna,2,24500,Individual,Diesel,Manual,24,1396,88.76,5,1000000
11363,Toyota Platinum,Toyota,Platinum,3,10261,Dealer,Petrol,Manual,16.78,1496,88.73,5,590000
11364,Honda Amaze,Honda,Amaze,5,48649,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000
11365,Maruti Wagon R,Maruti,Wagon R,2,15000,Individual,Petrol,Manual,20.51,998,67.04,5,420000
11366,Chevrolet Beat,Chevrolet,Beat,5,71523,Dealer,Petrol,Manual,18.6,1199,76.8,5,245000
11367,Mahindra XUV500,Mahindra,XUV500,8,40000,Individual,Diesel,Manual,15.1,2179,140,7,850000
11368,Tata Nexon,Tata,Nexon,2,40000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
11369,Maruti 800,Maruti,800,16,45610,Individual,Petrol,Manual,16.1,796,37,4,100000
11370,Maruti Alto,Maruti,Alto,9,11500,Individual,Petrol,Manual,20.92,998,67.1,5,210000
11371,Hyundai Getz,Hyundai,Getz,13,40000,Individual,Petrol,Manual,15,1086,66.6,5,90000
11372,Mahindra XUV500,Mahindra,XUV500,5,70000,Individual,Diesel,Automatic,16,2179,140,7,1030000
11373,Hyundai EON,Hyundai,EON,5,21900,Dealer,Petrol,Manual,20.3,998,68.05,5,270000
11374,Maruti Eeco,Maruti,Eeco,9,56000,Dealer,Petrol,Manual,15.37,1196,73,7,175000
11375,Mahindra Xylo,Mahindra,Xylo,8,53860,Dealer,Diesel,Manual,14,2498,112,8,525000
11376,Maruti Swift,Maruti,Swift,6,70000,Individual,Diesel,Manual,25.2,1248,74,5,425000
11377,Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,500000
11378,Mahindra XUV500,Mahindra,XUV500,4,60000,Dealer,Diesel,Automatic,16,2179,140,7,1250000
11379,Maruti Ciaz,Maruti,Ciaz,6,65000,Individual,Diesel,Manual,28.09,1248,88.5,5,475000
11380,Maruti Swift Dzire,Maruti,Swift Dzire,3,140000,Individual,Diesel,Manual,23.4,1248,74,5,550000
11381,Mahindra Quanto,Mahindra,Quanto,8,80000,Individual,Diesel,Manual,17.21,1493,100,7,300000
11382,Renault KWID,Renault,KWID,2,7000,Individual,Petrol,Automatic,24.04,999,67,5,490000
11383,Jaguar XF,Jaguar,XF,7,19000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2100000
11384,Tata Zest,Tata,Zest,4,70000,Individual,Petrol,Manual,17.57,1193,88.7,5,300000
11385,Honda City,Honda,City,16,90000,Individual,Petrol,Manual,13,1343,90,5,125000
11386,Maruti Swift,Maruti,Swift,14,70000,Individual,Diesel,Manual,17.8,1248,75,5,120000
11387,Hyundai Grand,Hyundai,Grand,5,34000,Dealer,Petrol,Manual,18.9,1197,82,5,410000
11388,Tata Safari,Tata,Safari,3,60000,Individual,Diesel,Manual,14.1,2179,147.94,7,1100000
11389,Honda Brio,Honda,Brio,7,59060,Individual,Petrol,Manual,19.4,1198,86.8,5,300000
11390,Volkswagen Vento,Volkswagen,Vento,5,29432,Dealer,Diesel,Manual,22.27,1498,108.6,5,449000
11391,Honda Jazz,Honda,Jazz,5,49000,Dealer,Petrol,Manual,16.6,1199,88.51,5,499000
11392,Maruti Ritz,Maruti,Ritz,11,120000,Individual,Diesel,Manual,21.1,1248,73.9,5,180000
11393,Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Individual,Petrol,Automatic,21.21,1197,81.8,5,680000
11394,Hyundai Verna,Hyundai,Verna,14,120000,Individual,Diesel,Manual,16.8,1493,110,5,120000
11395,Maruti Swift Dzire,Maruti,Swift Dzire,8,60500,Individual,Diesel,Manual,23.4,1248,74,5,450000
11396,Maruti Ignis,Maruti,Ignis,3,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,550000
11397,Maruti Vitara,Maruti,Vitara,4,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
11398,Ford Freestyle,Ford,Freestyle,3,50000,Individual,Diesel,Manual,24.4,1498,98.63,5,730000
11399,Maruti Eeco,Maruti,Eeco,6,70000,Individual,Petrol,Manual,15.37,1196,73,5,250000
11400,Maruti Omni,Maruti,Omni,8,35000,Dealer,Petrol,Manual,14,796,35,5,175000
11401,Mahindra Bolero,Mahindra,Bolero,7,225000,Individual,Diesel,Manual,15.96,2523,63,9,380000
11402,Volkswagen Polo,Volkswagen,Polo,8,35000,Individual,Petrol,Manual,16.47,1198,73.9,5,335000
11403,Toyota Innova,Toyota,Innova,10,180000,Individual,Diesel,Manual,12.8,2494,102,7,660000
11404,Hyundai Grand,Hyundai,Grand,1,5600,Individual,Petrol,Manual,18.9,1197,81.86,5,580000
11405,Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Automatic,21.5,1497,108.5,5,1020000
11406,Hyundai i20,Hyundai,i20,6,23114,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
11407,Toyota Etios,Toyota,Etios,10,84815,Dealer,Diesel,Manual,23.59,1364,67.04,5,250000
11408,Honda City,Honda,City,14,75075,Dealer,Petrol,Manual,17.7,1497,78,5,200000
11409,Datsun GO,Datsun,GO,1,15000,Individual,Petrol,Manual,19.02,1198,67.05,5,560000
11410,Hyundai Grand,Hyundai,Grand,7,50000,Dealer,Diesel,Manual,24,1120,70,5,350000
11411,Honda Jazz,Honda,Jazz,9,46967,Dealer,Petrol,Manual,16.7,1198,88.8,5,259000
11412,Tata Safari,Tata,Safari,10,40000,Individual,Diesel,Manual,13.93,2179,138,7,450000
11413,Renault Duster,Renault,Duster,7,50000,Dealer,Diesel,Manual,20.45,1461,83.8,5,495000
11414,Hyundai Verna,Hyundai,Verna,9,40000,Individual,Petrol,Manual,17.1,1591,121.3,5,389000
11415,Hyundai Grand,Hyundai,Grand,7,15000,Individual,Petrol,Manual,18.9,1197,82,5,500000
11416,Ford Ecosport,Ford,Ecosport,4,14636,Dealer,Petrol,Manual,15.9,1496,120.69,5,725000
11417,Skoda Octavia,Skoda,Octavia,4,31111,Dealer,Diesel,Automatic,19.5,1968,141,5,1399000
11418,Mahindra KUV100,Mahindra,KUV100,3,20000,Individual,Petrol,Manual,18.15,1198,82,6,380000
11419,Maruti Omni,Maruti,Omni,9,110000,Individual,Petrol,Manual,19.7,796,35,8,100000
11420,Toyota Innova,Toyota,Innova,9,250000,Individual,Petrol,Manual,12.4,1998,132,8,800000
11421,Hyundai i10,Hyundai,i10,12,50000,Dealer,Petrol,Manual,19.81,1086,68.05,5,191000
11422,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Dealer,Diesel,Manual,23.4,1248,74,5,340000
11423,Hyundai i20,Hyundai,i20,10,38225,Dealer,Petrol,Manual,18.5,1197,80,5,240000
11424,Volkswagen Polo,Volkswagen,Polo,4,18000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,830000
11425,Tata Zest,Tata,Zest,3,15000,Individual,Diesel,Manual,22.95,1248,74,5,450000
11426,Honda Brio,Honda,Brio,7,33500,Dealer,Petrol,Manual,18.5,1198,86.8,5,285000
11427,Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,735000
11428,Chevrolet Sail,Chevrolet,Sail,6,17000,Individual,Petrol,Manual,18.2,1199,82.5,5,250000
11429,Maruti Eeco,Maruti,Eeco,3,20000,Individual,Petrol,Manual,15.37,1196,73,5,400000
11430,Honda City,Honda,City,6,56210,Dealer,Diesel,Manual,26,1498,98.6,5,875000
11431,Datsun GO,Datsun,GO,6,45000,Individual,Petrol,Manual,19.44,1198,67,7,275000
11432,Tata Nano,Tata,Nano,11,11000,Dealer,Petrol,Manual,26,624,35,4,75000
11433,Maruti Swift,Maruti,Swift,5,65000,Dealer,Diesel,Manual,22.9,1248,74,5,399000
11434,Hyundai i20,Hyundai,i20,2,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,660000
11435,Honda City,Honda,City,14,44621,Dealer,Petrol,Manual,13,1343,90,5,300000
11436,Honda Jazz,Honda,Jazz,3,44503,Dealer,Petrol,Manual,18.7,1199,88.7,5,600000
11437,Maruti Wagon R,Maruti,Wagon R,4,60000,Individual,CNG,Manual,26.6,998,58.16,5,320000
11438,Mercedes-Benz CLA,Mercedes-Benz,CLA,5,32000,Dealer,Diesel,Automatic,17.9,2143,134.1,5,2150000
11439,Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18,1198,86.7,5,399000
11440,Maruti Ignis,Maruti,Ignis,3,16000,Individual,Petrol,Automatic,20.89,1197,81.8,5,500000
11441,Maruti Celerio,Maruti,Celerio,6,11668,Individual,Petrol,Manual,23.1,998,67.04,5,325000
11442,Mahindra Thar,Mahindra,Thar,2,23000,Individual,Diesel,Manual,16.55,2498,105,6,1000000
11443,Chevrolet Spark,Chevrolet,Spark,10,50000,Individual,Petrol,Manual,18,995,62,5,120000
11444,Maruti Baleno,Maruti,Baleno,6,29000,Dealer,Diesel,Manual,27.39,1248,74,5,550000
11445,Chevrolet Beat,Chevrolet,Beat,8,84000,Individual,Diesel,Manual,25.44,936,57.6,5,210000
11446,Tata Safari,Tata,Safari,11,120000,Individual,Diesel,Manual,11.57,2179,138.1,7,200000
11447,Hyundai Creta,Hyundai,Creta,3,105692,Dealer,Diesel,Manual,19.67,1582,126.2,5,1350000
11448,Maruti Omni,Maruti,Omni,4,60000,Individual,Petrol,Manual,16.8,796,34.2,8,200000
11449,Honda Civic,Honda,Civic,14,60000,Individual,Petrol,Manual,13.5,1799,130,5,200000
11450,Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,420000
11451,Maruti Vitara,Maruti,Vitara,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000
11452,Maruti SX4,Maruti,SX4,5,54000,Dealer,Diesel,Manual,23.65,1248,88.5,5,775000
11453,Maruti Ertiga,Maruti,Ertiga,8,44500,Dealer,Petrol,Manual,19.01,1462,103.26,7,470000
11454,Maruti Swift,Maruti,Swift,6,62500,Individual,Diesel,Manual,25.2,1248,74,5,460000
11455,Ford Ecosport,Ford,Ecosport,3,54400,Dealer,Diesel,Manual,21.7,1498,98.96,5,870000
11456,Toyota Innova,Toyota,Innova,11,48000,Dealer,Diesel,Manual,12.8,2494,102,8,525000
11457,Maruti Swift Dzire,Maruti,Swift Dzire,2,7000,Dealer,Diesel,Manual,28.4,1248,74.02,5,890000
11458,BMW 3,BMW,3,6,39000,Dealer,Diesel,Automatic,19.59,1995,184,5,1890000
11459,Mahindra XUV500,Mahindra,XUV500,6,40000,Individual,Diesel,Manual,15.1,2179,140,7,700000
11460,Tata Indica,Tata,Indica,14,80000,Dealer,Diesel,Manual,17.88,1396,52.8,5,65000
11461,Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Individual,Diesel,Manual,28.4,1248,74.02,5,900000
11462,Volkswagen Jetta,Volkswagen,Jetta,12,81789,Dealer,Diesel,Automatic,15.5,1896,105,5,375000
11463,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,350000
11464,Ford Ikon,Ford,Ikon,15,48000,Individual,Petrol,Manual,13.8,1299,70,5,100000
11465,Tata Manza,Tata,Manza,9,65000,Dealer,Diesel,Manual,21.12,1248,88.8,5,345000
11466,Hyundai EON,Hyundai,EON,9,52000,Dealer,Petrol,Manual,21.1,814,55.2,5,260000
11467,Skoda Laura,Skoda,Laura,11,350000,Dealer,Diesel,Manual,17.5,1896,106,5,350000
11468,Renault Triber,Renault,Triber,2,23000,Individual,Petrol,Manual,20,999,72,7,550000
11469,Maruti Alto,Maruti,Alto,11,72000,Individual,CNG,Manual,26.83,796,38.4,5,125000
11470,Skoda Rapid,Skoda,Rapid,9,80000,Individual,Diesel,Manual,20.5,1598,103.5,5,400000
11471,Maruti Baleno,Maruti,Baleno,2,6500,Individual,Petrol,Manual,21.1,998,100.5,5,730000
11472,Hyundai i10,Hyundai,i10,7,36976,Dealer,Petrol,Manual,19.81,1086,68.05,5,259000
11473,Renault KWID,Renault,KWID,5,10000,Individual,Petrol,Manual,25.17,799,53.3,5,220000
11474,Hyundai EON,Hyundai,EON,9,38000,Dealer,Petrol,Manual,21.1,814,55.2,5,185000
11475,Ford Endeavour,Ford,Endeavour,5,120000,Dealer,Diesel,Automatic,10.91,3198,197,7,2100000
11476,Hyundai Grand,Hyundai,Grand,7,50000,Individual,Petrol,Manual,18.9,1197,82,5,400000
11477,Tata Sumo,Tata,Sumo,13,150000,Individual,Diesel,Manual,12.4,2956,70,9,160000
11478,Honda City,Honda,City,7,85000,Individual,Diesel,Manual,26,1498,98.6,5,520000
11479,Renault KWID,Renault,KWID,5,27000,Dealer,Petrol,Manual,25.17,799,53.3,5,350000
11480,Tata Tiago,Tata,Tiago,3,27120,Dealer,Petrol,Manual,23.84,1199,84,5,460000
11481,Maruti Swift,Maruti,Swift,3,37000,Dealer,Diesel,Automatic,28.4,1248,74,5,775000
11482,Mahindra XUV500,Mahindra,XUV500,4,25000,Dealer,Diesel,Manual,16,2179,140,7,1150000
11483,Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
11484,Honda City,Honda,City,5,122000,Individual,Diesel,Manual,26,1498,98.6,5,800000
11485,Toyota Etios,Toyota,Etios,4,61000,Dealer,Diesel,Manual,23.59,1364,67.04,5,500000
11486,Mahindra Bolero,Mahindra,Bolero,3,32525,Dealer,Diesel,Manual,16.5,1493,70,7,765000
11487,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,710000
11488,Ford Figo,Ford,Figo,9,62230,Dealer,Diesel,Manual,20,1399,68.05,5,325000
11489,Maruti Alto,Maruti,Alto,12,68000,Individual,Petrol,Manual,19.7,796,46.3,5,130000
11490,Maruti Alto,Maruti,Alto,13,35000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
11491,Honda City,Honda,City,8,38000,Dealer,Petrol,Manual,16.8,1497,116.3,5,450000
11492,Hyundai i10,Hyundai,i10,9,45160,Dealer,Petrol,Manual,20.36,1197,78.9,5,250000
11493,Hyundai Getz,Hyundai,Getz,16,50000,Dealer,Petrol,Manual,15.3,1341,83,5,98000
11494,Honda City,Honda,City,7,35000,Dealer,Diesel,Manual,26,1498,98.6,5,511000
11495,Hyundai i10,Hyundai,i10,8,61500,Dealer,Petrol,Automatic,16.95,1197,78.9,5,370000
11496,Mahindra Bolero,Mahindra,Bolero,3,45000,Individual,Diesel,Manual,16.5,1493,70,7,620000
11497,Maruti Swift,Maruti,Swift,6,50000,Individual,Diesel,Manual,25.2,1248,74,5,550000
11498,Hyundai Xcent,Hyundai,Xcent,3,100000,Individual,Diesel,Manual,25.4,1186,73.97,5,380000
11499,Honda Amaze,Honda,Amaze,2,47001,Dealer,Diesel,Manual,25.8,1498,98.6,5,549000
11500,Ford Figo,Ford,Figo,11,80000,Individual,Diesel,Manual,20,1399,68,5,210000
11501,Ford Figo,Ford,Figo,7,88000,Individual,Diesel,Manual,20,1399,68.05,5,240000
11502,Datsun RediGO,Datsun,RediGO,3,14001,Dealer,Petrol,Automatic,23,999,67,5,349000
11503,Hyundai Grand,Hyundai,Grand,6,69000,Dealer,Petrol,Automatic,18.9,1197,82,5,475000
11504,Hyundai Santro,Hyundai,Santro,13,70000,Dealer,Petrol,Manual,17.92,1086,62.1,5,150000
11505,Toyota Innova,Toyota,Innova,2,50000,Individual,Diesel,Manual,13.68,2393,147.8,8,1526000
11506,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,648000
11507,Honda City,Honda,City,5,80000,Individual,Petrol,Manual,17.8,1497,117.3,5,785000
11508,Maruti Swift,Maruti,Swift,6,25000,Individual,Petrol,Manual,20.4,1197,81.8,5,460000
11509,Renault KWID,Renault,KWID,3,25000,Dealer,Petrol,Automatic,24.04,999,67,5,370000
11510,Ford Ecosport,Ford,Ecosport,6,142000,Dealer,Diesel,Manual,21.7,1498,98.96,5,525000
11511,Hyundai Xcent,Hyundai,Xcent,7,54000,Dealer,Petrol,Manual,19.1,1197,81.86,5,525000
11512,Volkswagen Vento,Volkswagen,Vento,2,10000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1150000
11513,Maruti Eeco,Maruti,Eeco,2,15000,Individual,Petrol,Manual,15.37,1196,73,5,322000
11514,Skoda Rapid,Skoda,Rapid,7,20000,Individual,Petrol,Manual,15,1598,103.6,5,450000
11515,Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,500000
11516,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,535000
11517,Honda City,Honda,City,10,17000,Individual,Petrol,Automatic,16.8,1497,118,5,400000
11518,Hyundai i20,Hyundai,i20,3,1493,Dealer,Petrol,Manual,18.6,1197,81.83,5,699000
11519,Hyundai i10,Hyundai,i10,5,48000,Dealer,Petrol,Manual,19.81,1086,68.05,5,399000
11520,Hyundai i20,Hyundai,i20,4,30000,Dealer,Petrol,Manual,17,1197,80,5,535000
11521,Maruti Alto,Maruti,Alto,6,48000,Dealer,Petrol,Manual,22.74,796,47.3,5,215000
11522,Mahindra Thar,Mahindra,Thar,6,58376,Dealer,Diesel,Manual,16.55,2498,105,7,700000
11523,Audi Q3,Audi,Q3,8,35000,Dealer,Diesel,Automatic,15.73,1968,174.33,5,1610000
11524,Honda City,Honda,City,2,21000,Dealer,Petrol,Manual,17.8,1497,117.3,5,1025000
11525,Mahindra Bolero,Mahindra,Bolero,9,68000,Dealer,Diesel,Manual,13.6,2523,63,7,445000
11526,Kia Seltos,Kia,Seltos,2,5000,Individual,Petrol,Manual,16.1,1353,138,5,1560000
11527,Hyundai Elantra,Hyundai,Elantra,3,13000,Individual,Petrol,Automatic,14.62,1999,149.92,5,1575000
11528,Mahindra Scorpio,Mahindra,Scorpio,4,51000,Individual,Diesel,Manual,15.4,1997,120,7,1200000
11529,Hyundai i20,Hyundai,i20,12,71000,Dealer,Petrol,Manual,20.35,1197,81.86,5,235000
11530,Honda City,Honda,City,4,55000,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
11531,Ford Freestyle,Ford,Freestyle,2,10000,Individual,Diesel,Manual,24.4,1498,98.63,5,800000
11532,Hyundai EON,Hyundai,EON,8,25000,Individual,LPG,Manual,21.1,814,55.2,5,210000
11533,Ford Fiesta,Ford,Fiesta,14,90000,Individual,Diesel,Manual,17.8,1399,68,5,160000
11534,Maruti Ertiga,Maruti,Ertiga,4,60000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000
11535,Honda Mobilio,Honda,Mobilio,6,54000,Dealer,Diesel,Manual,24.2,1498,98.6,7,550000
11536,Toyota Innova,Toyota,Innova,6,165000,Individual,Diesel,Manual,12.99,2494,100.6,7,830000
11537,Maruti Ritz,Maruti,Ritz,10,56787,Dealer,Petrol,Manual,21.1,1197,85.8,5,225000
11538,Hyundai i20,Hyundai,i20,8,35000,Dealer,Petrol,Manual,17,1197,80,5,325000
11539,Maruti Vitara,Maruti,Vitara,5,64000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
11540,Maruti Swift Dzire,Maruti,Swift Dzire,3,47230,Dealer,Petrol,Manual,22,1197,81.8,5,625000
11541,Maruti Ciaz,Maruti,Ciaz,3,23167,Dealer,Petrol,Manual,21.56,1462,103.25,5,725000
11542,Maruti Ignis,Maruti,Ignis,4,22115,Individual,Petrol,Manual,20.89,1197,81.8,5,425000
11543,Maruti Swift,Maruti,Swift,2,38000,Dealer,Petrol,Manual,20.4,1197,81.8,5,632000
11544,Maruti Wagon R,Maruti,Wagon R,14,53000,Dealer,Petrol,Manual,21.79,998,67.05,5,175000
11545,Toyota Innova,Toyota,Innova,3,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1849000
11546,Hyundai i20,Hyundai,i20,10,62540,Dealer,Petrol,Manual,18.5,1197,80,5,270000
11547,Mahindra XUV500,Mahindra,XUV500,4,20000,Individual,Diesel,Automatic,16,1997,140,7,1350000
11548,Hyundai EON,Hyundai,EON,5,50000,Individual,Petrol,Manual,21.1,814,55.2,5,250000
11549,Maruti Alto,Maruti,Alto,10,15000,Individual,Petrol,Manual,19.7,796,46.3,5,156000
11550,Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70,5,150000
11551,Honda WR-V,Honda,WR-V,3,22000,Dealer,Diesel,Manual,25.5,1498,98.6,5,895000
11552,Mahindra Scorpio,Mahindra,Scorpio,5,36908,Dealer,Diesel,Manual,15.4,1997,120,9,600000
11553,Toyota Platinum,Toyota,Platinum,5,35000,Dealer,Diesel,Manual,23.59,1364,67.04,5,540000
11554,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,450000
11555,Volkswagen Polo,Volkswagen,Polo,8,58000,Dealer,Diesel,Manual,22.07,1199,73.9,5,460000
11556,Fiat Grande,Fiat,Grande,8,120000,Individual,Diesel,Manual,20.3,1248,75,5,275000
11557,Honda City,Honda,City,9,47000,Dealer,Petrol,Manual,16.8,1497,116.4,5,395000
11558,Skoda Laura,Skoda,Laura,10,89000,Dealer,Diesel,Manual,17,1896,105,5,325000
11559,Toyota Fortuner,Toyota,Fortuner,10,196777,Dealer,Diesel,Manual,11.5,2982,171,7,1200000
11560,Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
11561,Audi A3,Audi,A3,6,22800,Dealer,Diesel,Automatic,20.38,1968,143,5,1495000
11562,Mahindra KUV100,Mahindra,KUV100,3,50000,Dealer,Diesel,Manual,25.32,1198,77,6,555000
11563,Tata Zest,Tata,Zest,5,80000,Individual,Petrol,Manual,17.57,1193,88.7,5,300000
11564,BMW 3,BMW,3,9,34000,Dealer,Diesel,Automatic,13.2,1995,170,5,995000
11565,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,515000
11566,Maruti Celerio,Maruti,Celerio,2,15000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
11567,Mahindra Bolero,Mahindra,Bolero,15,340000,Individual,Diesel,Manual,13.6,2523,63,7,250000
11568,Maruti Omni,Maruti,Omni,4,15000,Individual,Petrol,Manual,16.8,796,34.2,5,250000
11569,Hyundai Xcent,Hyundai,Xcent,6,167500,Individual,Diesel,Manual,24.4,1120,71,5,375000
11570,Maruti Alto,Maruti,Alto,5,16000,Dealer,Petrol,Manual,24.7,796,47.3,5,325000
11571,Maruti Wagon R,Maruti,Wagon R,15,90000,Individual,LPG,Manual,17.3,1061,57.5,5,80000
11572,Maruti Vitara,Maruti,Vitara,5,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,650000
11573,Honda City,Honda,City,15,40000,Individual,Petrol,Manual,17.7,1497,78,5,300000
11574,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Dealer,Diesel,Manual,23.4,1248,74,5,325000
11575,Maruti S-Cross,Maruti,S-Cross,4,143000,Individual,Diesel,Manual,25.1,1248,88.5,5,750000
11576,Maruti Ertiga,Maruti,Ertiga,6,80000,Individual,Diesel,Manual,20.77,1248,88.76,7,625000
11577,Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
11578,Honda WR-V,Honda,WR-V,4,33000,Dealer,Diesel,Manual,25.5,1498,98.6,5,699000
11579,Ford Aspire,Ford,Aspire,6,30000,Individual,Petrol,Manual,18.16,1196,86.8,5,450000
11580,Tata Safari,Tata,Safari,3,70000,Individual,Diesel,Manual,14.1,2179,147.94,7,700000
11581,Tata Indigo,Tata,Indigo,8,52000,Dealer,Diesel,Manual,16.6,1405,70,5,170000
11582,Maruti Swift Dzire,Maruti,Swift Dzire,9,154600,Individual,Diesel,Manual,19.3,1248,73.9,5,250000
11583,Hyundai i20,Hyundai,i20,6,66392,Dealer,Diesel,Manual,21.19,1396,88.73,5,625000
11584,Honda BRV,Honda,BRV,3,38000,Dealer,Diesel,Manual,21.9,1498,98.6,7,1100000
11585,Volkswagen Polo,Volkswagen,Polo,6,120000,Individual,Diesel,Manual,20.14,1498,88.8,5,500000
11586,Hyundai Xcent,Hyundai,Xcent,3,50000,Individual,Petrol,Manual,20.14,1197,81.86,5,550000
11587,Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
11588,BMW 3,BMW,3,4,20000,Dealer,Diesel,Automatic,13.2,1995,170,5,2900000
11589,Toyota Corolla,Toyota,Corolla,5,27000,Dealer,Petrol,Manual,14.28,1798,138.03,5,895000
11590,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120,7,850000
11591,Volkswagen Vento,Volkswagen,Vento,7,68000,Dealer,Diesel,Manual,20.54,1598,103.6,5,375000
11592,Mahindra Scorpio,Mahindra,Scorpio,9,70000,Individual,Diesel,Manual,12.05,2179,120,8,465000
11593,Mahindra Bolero,Mahindra,Bolero,9,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
11594,Mahindra Quanto,Mahindra,Quanto,7,60000,Dealer,Diesel,Manual,17.21,1493,100,7,350000
11595,Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84,5,550000
11596,Mahindra Bolero,Mahindra,Bolero,7,56467,Dealer,Diesel,Manual,15.96,2523,62.1,7,625000
11597,Mahindra Bolero,Mahindra,Bolero,3,20000,Individual,Diesel,Manual,16.5,1493,70,7,750000
11598,Mahindra Bolero,Mahindra,Bolero,6,107107,Dealer,Diesel,Manual,15.96,2523,62.1,7,525000
11599,Maruti Swift Dzire,Maruti,Swift Dzire,5,60000,Individual,Petrol,Manual,20.85,1197,83.14,5,369000
11600,Datsun GO,Datsun,GO,6,14000,Dealer,Petrol,Automatic,18.57,1198,76.43,7,265000
11601,Renault KWID,Renault,KWID,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5,200000
11602,Maruti Wagon R,Maruti,Wagon R,5,38000,Dealer,Petrol,Manual,21.79,998,67.05,5,335000
11603,Maruti Swift,Maruti,Swift,10,94991,Dealer,Petrol,Manual,18.6,1197,85.8,5,315000
11604,Datsun GO,Datsun,GO,2,3300,Individual,Petrol,Manual,19.83,1198,67,5,490000
11605,Hyundai Creta,Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,875000
11606,Toyota Innova,Toyota,Innova,2,10000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
11607,Toyota Fortuner,Toyota,Fortuner,11,182432,Dealer,Diesel,Manual,11.5,2982,171,7,1225000
11608,Hyundai Creta,Hyundai,Creta,2,35000,Individual,Diesel,Manual,22.1,1396,88.7,5,1000000
